Hectares ,Agriblock,Variety,Soil Types,Seedrate(in Kg),LP_Mainfield(in Tonnes),Nursery,Nursery area (Cents),LP_nurseryarea(in Tonnes),DAP_20days,Weed28D_thiobencarb,Urea_40Days,Potassh_50Days,Micronutrients_70Days,Pest_60Day(in ml),30DRain( in mm),30DAI(in mm),30_50DRain( in mm),30_50DAI(in mm),51_70DRain(in mm),51_70AI(in mm),71_105DRain(in mm),71_105DAI(in mm),Min temp_D1_D30,Max temp_D1_D30,Min temp_D31_D60,Max temp_D31_D60,Min temp_D61_D90,Max temp_D61_D90,Min temp_D91_D120,Max temp_D91_D120,Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D91_D120(in Knots),Wind Direction_D1_D30,Wind Direction_D31_D60,Wind Direction_D61_D90,Wind Direction_D91_D120,Relative Humidity_D1_D30,Relative Humidity_D31_D60,Relative Humidity_D61_D90,Relative Humidity_D91_D120,Trash(in bundles),Paddy yield(in Kg)
4,Chinnasalem,CO_43,clay,80,44.1,wet,70,4,139,7,102.94,35.3,53,2147,19.1,21.1,187.0,271.0,166.8,250.2,60.9,64.1,18.4,32,16.0,33,15.3,32.1,15.6,31.7,5,7,8,10,E,ENE,NE,NNW,70.9,80,91,86,279,22925
3,Cuddalore,CO_43,clay,97,43.6,wet,68,3,138,7,87.03,37.54,51,2024,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,18.9,34,17.3,33,16.1,31.5,16.2,31.6,5,7,9,8,SW,W,NNW,WSW,67.2,80,87,86,305,19349
3,Kurinjipadi,ponmani,clay,85,43.8,wet,74,3,139,8,102.24,36.6,55,2117,19.3,20.6,186.4,271.5,166.4,250.6,60.7,64.3,19.5,34,18.3,34,16.8,32.7,16.6,31.0,9,5,9,7,NW,S,SE,SSE,69.4,92,84,84,338,22058
5,Sankarapuram,CO_43,clay,122,59.6,wet,101,5,200,10,128.73,51.93,73,2919,18.4,21.7,185.8,272.1,166.0,250.9,60.3,64.6,19.4,33,16.8,30,16.6,32.9,16.2,33.3,7,10,8,11,SSE,W,SW,NW,76.7,85,87,83,442,30165
2,Kallakurichi,delux ponni,clay,59,29.8,dry,45,2,92,4,59.16,24.91,36,1415,18.3,21.7,185.5,272.5,165.7,251.3,60.2,64.9,19.5,33,17.1,31,16.9,33.0,16.1,33.6,8,9,8,9,W,WNW,SW,S,80.7,91,84,84,198,14366
4,Kurinjipadi,CO_43,clay,112,55.0,wet,89,5,182,9,121.74,45.97,67,2644,19.2,20.8,187.0,271.0,166.9,250.1,60.9,64.1,20.1,33,17.8,31,17.4,33.1,16.5,33.2,9,11,10,11,SW,W,SW,NW,68.0,85,85,83,392,28148
3,Chinnasalem,delux ponni,clay,73,38.9,wet,59,3,122,6,80.55,30.66,45,1778,18.3,21.7,185.4,272.7,165.6,251.4,60.1,64.9,18.7,33,16.5,32,15.9,32.7,15.8,32.3,6,8,6,8,E,NE,SE,NNW,83.0,92,86,85,242,17633
3,Kurinjipadi,ponmani,alluvial,92,42.8,dry,68,3,148,7,95.55,42.31,47,2100,18.4,21.6,186.4,271.7,166.5,250.4,60.5,64.4,19.8,32,17.4,32,17.1,33.6,15.8,33.1,10,9,9,10,SSE,W,SW,SSE,69.5,87,86,85,348,20551
3,Panruti,delux ponni,clay,83,42.7,wet,71,3,143,7,108.95,37.56,55,2162,18.5,21.5,185.2,272.8,165.3,251.7,60.0,65.0,20.1,35,17.7,30,17.5,33.5,17.7,33.4,4,12,5,12,ENE,NE,NNE,W,85.3,96,83,79,283,21088
4,Panruti,delux ponni,clay,90,46.3,wet,72,4,149,8,101.04,37.63,56,2165,18.9,21.0,186.4,271.6,166.4,250.6,60.7,64.3,19.2,33,17.4,32,16.4,32.8,16.7,32.1,6,9,7,10,NW,NE,NNE,WSW,72.8,88,87,83,341,23577
4,Panruti,CO_43,clay,98,48.8,dry,72,4,145,8,101.29,37.35,54,2195,18.7,21.3,185.8,272.3,165.9,251.2,60.3,64.7,19.0,34,17.9,34,16.5,33.3,16.9,31.1,5,8,6,10,ENE,NE,NNE,W,76.3,92,86,84,314,22756
4,Sankarapuram,delux ponni,clay,101,45.9,dry,79,4,163,8,109.64,42.98,61,2383,18.3,21.8,185.7,272.4,165.9,251.0,60.2,64.8,20.1,33,17.3,29,17.6,33.6,16.6,34.0,9,11,9,11,SSE,W,SW,NW,76.4,90,84,82,356,25252
5,Kurinjipadi,CO_43,alluvial,118,58.4,wet,91,5,187,9,121.25,48.58,74,2611,19.3,20.8,187.0,271.1,166.8,250.3,60.9,64.1,19.1,33,17.5,33,16.0,32.4,16.1,31.5,8,7,9,9,SSE,W,SE,SSE,68.7,83,87,86,426,27143
4,Sankarapuram,ponmani,clay,110,52.1,wet,88,4,175,8,122.82,46.24,64,2649,18.3,21.6,186.1,271.9,166.3,250.6,60.4,64.5,20.2,32,17.6,30,17.5,33.7,16.4,33.9,9,10,10,11,SSE,W,NE,NW,71.0,88,85,83,379,28417
4,Sankarapuram,delux ponni,alluvial,89,42.3,dry,72,3,150,7,97.07,37.14,56,2061,18.6,21.4,185.6,272.4,165.8,251.3,60.2,64.8,19.7,33,17.6,31,17.0,32.7,16.4,32.6,8,9,8,9,ENE,WNW,SW,SSE,80.2,91,83,82,292,20600
5,Chinnasalem,CO_43,clay,110,55.0,dry,88,4,166,9,119.21,44.28,63,2757,18.1,21.9,185.4,272.6,165.7,251.2,60.1,64.9,18.2,31,15.9,33,15.4,32.7,15.2,32.0,6,6,7,9,E,ENE,SE,NNW,82.3,85,89,87,404,28109
2,Panruti,ponmani,clay,61,27.9,dry,45,2,88,4,54.49,25.82,31,1344,18.9,21.4,186.5,271.4,166.6,250.4,60.6,64.4,18.8,33,16.4,33,15.9,32.7,16.0,32.1,5,8,7,10,E,ENE,NNE,NNW,76.3,84,89,85,213,12850
4,Sankarapuram,ponmani,alluvial,95,45.4,wet,70,4,151,7,102.5,40.0,57,2148,18.3,21.7,185.5,272.5,165.7,251.2,60.1,64.8,20.1,34,17.5,30,17.5,33.6,17.2,33.5,7,11,7,12,ENE,W,SW,W,76.6,91,85,81,317,22695
2,Kurinjipadi,CO_43,alluvial,44,22.1,dry,35,2,68,4,46.29,17.58,27,1015,19.0,21.0,186.1,271.9,166.3,250.8,60.5,64.5,19.5,33,17.8,32,17.0,32.7,16.2,32.2,9,7,9,7,W,S,SE,NW,74.0,91,84,84,153,9693
2,Kurinjipadi,ponmani,alluvial,47,22.5,wet,35,2,79,3,49.4,20.08,26,1060,19.5,20.5,187.2,270.8,167.0,250.0,61.0,64.0,20.3,33,18.4,34,17.6,33.7,16.3,31.2,10,6,10,8,NW,S,SE,SSE,65.0,88,84,85,151,9511
4,Kurinjipadi,CO_43,clay,99,50.4,wet,84,4,148,8,110.33,39.34,62,2461,18.8,21.2,186.2,272.1,166.1,250.8,60.4,64.6,19.4,34,17.6,32,16.7,32.6,16.6,32.3,7,8,7,9,NW,NE,SW,W,74.6,89,86,83,323,23295
3,Sankarapuram,CO_43,clay,81,42.0,dry,64,4,135,7,99.8,36.16,50,2149,18.3,21.7,185.5,272.5,165.8,251.3,60.2,64.8,20.2,33,17.4,29,17.6,33.7,16.9,34.1,9,11,8,11,SSE,W,SW,NW,77.5,93,84,81,317,22651
5,Kallakurichi,CO_43,clay,119,60.3,wet,91,5,175,9,124.81,46.4,68,2785,19.1,21.0,185.7,272.3,165.7,251.2,60.2,64.8,19.2,34,17.6,33,16.7,32.1,16.4,31.9,7,7,7,7,ENE,WNW,SE,W,81.4,93,83,83,411,29344
4,Cuddalore,delux ponni,clay,98,47.4,wet,76,4,150,8,101.3,39.51,57,2298,19.1,20.8,186.6,271.4,166.6,250.3,60.7,64.3,19.0,33,16.8,32,16.2,32.3,16.2,32.5,6,8,8,9,ENE,NE,SE,NNW,74.2,84,87,85,362,24266
4,Sankarapuram,delux ponni,alluvial,105,52.6,dry,85,4,174,8,110.45,44.82,63,2541,18.5,21.4,185.9,272.1,166.1,250.8,60.4,64.6,19.8,33,17.1,30,17.1,33.1,16.4,34.0,8,10,9,11,SSE,W,SW,NW,75.7,87,85,83,352,24952
2,Panruti,ponmani,clay,56,28.6,wet,46,2,89,5,68.58,23.56,39,1402,18.5,21.5,185.4,272.6,165.5,251.5,60.1,64.9,19.8,34,17.5,30,17.3,33.2,17.4,33.1,5,11,6,12,ENE,NE,NNE,W,79.1,93,85,80,206,14353
4,Chinnasalem,CO_43,alluvial,91,47.0,dry,78,4,145,8,103.31,38.16,57,2215,18.6,21.4,186.5,271.5,166.5,250.5,60.7,64.4,18.4,32,16.2,33,15.4,32.6,15.5,31.7,7,7,8,9,E,ENE,NE,NNW,72.8,82,90,87,329,23331
3,Sankarapuram,CO_43,clay,75,37.0,wet,60,3,110,6,79.38,29.83,45,1705,18.9,21.1,186.7,271.3,166.7,250.4,60.7,64.2,19.7,33,17.5,31,17.1,32.8,16.2,33.3,8,10,9,10,SSE,W,SW,NW,71.4,85,85,84,269,16776
5,Cuddalore,CO_43,alluvial,117,56.4,wet,94,5,189,9,117.26,48.36,63,2697,19.5,20.5,187.1,270.9,167.0,250.1,60.9,64.0,19.6,34,18.1,33,16.9,32.4,16.6,31.2,8,7,9,9,NW,S,NNW,SSE,67.4,85,86,84,424,28583
5,Panruti,CO_43,clay,126,62.1,wet,103,5,202,10,129.95,54.79,76,2987,18.4,21.6,185.4,272.7,165.5,251.5,60.1,64.9,18.6,34,16.5,32,15.8,32.8,16.9,32.4,4,10,5,11,E,NE,NNE,W,82.3,89,89,82,407,29339
4,Panruti,delux ponni,alluvial,96,45.9,wet,81,4,156,8,104.49,38.75,63,2361,18.6,21.5,185.4,272.7,165.5,251.6,60.1,64.9,19.3,34,17.3,30,17.0,32.4,17.2,32.8,5,11,6,11,ENE,NE,NNE,W,82.7,93,84,81,308,22919
5,Sankarapuram,delux ponni,alluvial,115,56.9,dry,92,5,182,9,124.54,46.03,70,2742,19.5,20.5,187.2,270.8,167.0,250.0,61.0,64.0,19.4,34,18.1,34,16.6,32.2,16.2,31.0,9,5,10,7,NW,S,SE,SSE,66.0,84,86,85,417,27390
5,Sankarapuram,CO_43,clay,122,61.9,dry,98,5,194,10,133.4,51.05,74,2975,18.8,21.2,186.6,271.5,166.6,250.4,60.7,64.3,19.8,33,17.4,30,17.1,32.8,16.3,33.6,8,9,9,10,SSE,W,SW,NW,72.0,85,85,84,464,30088
5,Kurinjipadi,delux ponni,clay,120,58.4,wet,97,5,194,10,132.62,52.73,74,2909,18.6,21.4,186.4,271.5,166.4,250.5,60.6,64.3,18.6,32,16.5,33,15.6,32.5,15.5,31.7,8,6,9,8,E,S,NE,NNW,73.5,82,89,87,444,29476
4,Kurinjipadi,CO_43,alluvial,114,56.2,wet,90,4,178,9,115.81,44.76,67,2659,18.8,21.3,186.8,271.4,166.6,250.4,60.7,64.3,18.6,32,17.3,34,15.8,32.9,15.6,31.1,9,5,9,8,NW,ENE,NE,NNW,68.9,84,89,87,383,27206
2,Kurinjipadi,delux ponni,clay,59,30.5,wet,49,2,108,5,58.28,23.9,33,1413,19.1,20.8,186.8,271.2,166.8,250.3,60.8,64.1,19.9,33,18.0,33,17.1,33.3,16.2,32.4,10,7,10,9,SSE,W,SE,SSE,67.9,88,84,85,177,12586
4,Sankarapuram,CO_43,alluvial,100,47.8,wet,77,4,157,8,105.01,42.25,58,2339,19.0,20.9,186.7,271.3,166.7,250.3,60.8,64.2,19.6,33,16.7,29,16.8,32.3,16.2,33.9,6,11,9,11,SSE,W,NNW,NW,73.7,83,86,83,360,24151
3,Kallakurichi,delux ponni,clay,79,36.8,wet,58,3,107,5,71.92,29.79,42,1800,18.8,21.2,186.2,271.7,166.3,250.6,60.5,64.5,19.0,33,17.0,32,16.3,32.4,16.2,32.5,6,7,8,8,E,S,SE,SSE,75.7,87,87,85,264,17814
4,Cuddalore,CO_43,clay,102,51.3,wet,82,4,169,8,109.44,41.91,61,2387,19.5,20.6,186.9,271.2,166.8,250.2,60.8,64.1,18.9,34,16.4,31,15.9,31.5,16.4,32.7,5,9,7,9,SW,W,NNW,NNW,75.3,82,87,84,380,24962
3,Kallakurichi,ponmani,clay,71,35.4,dry,57,3,112,5,74.85,28.34,45,1686,18.7,21.3,185.7,272.3,165.8,251.2,60.2,64.8,19.2,33,17.1,31,16.6,32.3,16.4,32.7,7,8,7,9,W,W,SE,W,80.4,90,85,83,271,16944
5,Panruti,ponmani,alluvial,116,56.6,wet,92,5,192,9,135.41,51.27,71,2799,18.3,21.7,185.5,272.5,165.8,251.2,60.2,64.9,19.6,33,16.9,31,16.9,33.3,16.4,32.9,7,10,7,11,ENE,NE,SW,W,79.3,90,86,82,432,29013
3,Kallakurichi,ponmani,clay,82,43.6,dry,70,3,128,7,92.96,33.12,53,1977,19.2,20.8,186.7,271.3,166.7,250.4,60.8,64.2,19.2,33,17.5,33,16.4,32.1,16.2,31.8,8,6,9,7,NW,S,SE,SSE,71.5,86,85,85,337,20357
4,Kurinjipadi,CO_43,clay,116,57.0,wet,83,4,170,9,127.52,47.99,69,2572,19.5,20.5,187.2,270.8,167.0,250.0,61.0,64.0,18.6,32,17.3,35,15.7,32.3,15.4,30.7,8,5,10,6,NW,S,SE,WSW,65.8,81,89,87,416,28394
4,Panruti,ponmani,alluvial,109,52.9,wet,86,4,173,8,108.41,44.68,65,2417,19.1,20.8,186.7,271.4,166.6,250.4,60.7,64.2,19.2,33,17.2,32,16.4,32.3,16.4,32.5,7,9,8,9,SW,S,NNE,NW,73.1,85,86,84,411,25007
3,Panruti,ponmani,clay,77,34.7,wet,57,3,112,6,79.16,30.93,47,1672,18.8,21.2,186.0,272.0,166.1,250.9,60.4,64.5,19.1,33,17.1,32,16.4,32.2,16.0,32.3,8,7,8,8,NW,W,SE,NW,77.5,86,86,84,275,17977
2,Sankarapuram,CO_43,alluvial,56,26.7,wet,46,2,91,4,55.65,22.44,30,1269,18.5,21.5,186.5,271.5,166.6,250.5,60.6,64.4,20.3,33,17.2,28,17.7,33.4,16.4,34.6,9,12,10,12,SSE,W,SW,NW,72.8,86,84,82,192,11577
3,Chinnasalem,ponmani,clay,72,36.3,wet,59,3,118,6,87.78,29.16,45,1712,18.1,21.9,185.5,272.5,166.0,251.0,60.2,64.8,18.1,31,15.6,34,15.1,32.8,15.1,31.6,7,6,8,9,E,ENE,NE,NNW,80.0,81,91,88,292,18512
3,Chinnasalem,delux ponni,clay,75,42.9,wet,59,3,127,7,89.64,31.06,49,1909,18.8,21.1,187.0,271.0,166.9,250.1,60.9,64.1,18.2,31,16.1,34,15.2,32.9,15.3,30.9,8,5,9,9,E,ENE,NE,NNW,67.6,80,91,88,228,20283
2,Kurinjipadi,CO_43,clay,62,31.9,wet,54,2,103,5,73.4,25.41,39,1638,19.3,20.6,186.6,271.3,166.6,250.4,60.8,64.2,19.4,34,18.3,34,16.8,32.5,16.4,30.9,9,5,9,6,NW,S,NNE,SSE,69.0,89,83,85,225,16793
5,Chinnasalem,delux ponni,clay,114,58.8,wet,96,5,183,10,127.27,48.27,71,2812,18.5,21.4,185.8,272.4,165.9,251.0,60.3,64.7,19.7,34,17.4,30,17.1,32.9,17.1,33.3,6,10,7,11,ENE,NE,SE,NW,76.6,89,86,82,386,29008
4,Chinnasalem,CO_43,clay,114,54.6,dry,89,4,187,9,124.23,49.2,71,2656,18.6,21.5,186.2,271.9,166.2,250.7,60.4,64.5,18.4,32,16.0,32,15.5,32.2,15.5,32.4,6,8,7,9,W,W,NE,NNW,78.1,83,89,86,397,27191
3,Panruti,delux ponni,clay,69,36.1,dry,55,3,107,6,73.53,26.65,40,1734,18.7,21.2,186.2,271.9,166.4,250.6,60.5,64.4,19.6,33,16.9,30,16.9,32.6,16.3,33.7,7,10,8,10,SSE,W,SE,WSW,75.3,86,86,83,249,17634
3,Kurinjipadi,ponmani,alluvial,89,36.9,wet,59,3,141,6,89.47,39.77,51,1805,18.6,21.4,186.3,271.8,166.6,250.4,60.5,64.4,20.2,33,17.8,31,17.6,33.7,16.5,33.1,9,10,9,11,SSE,W,SW,SSE,70.2,88,85,83,308,18593
3,Chinnasalem,ponmani,clay,93,45.0,dry,70,3,141,7,96.29,37.42,50,2003,18.9,21.0,186.5,271.4,166.6,250.4,60.7,64.3,18.5,32,16.1,33,15.5,32.1,15.5,31.8,6,7,8,8,E,W,NNW,WSW,75.1,82,90,87,325,22845
4,Cuddalore,delux ponni,alluvial,105,50.3,wet,76,4,157,8,102.61,40.99,60,2361,19.3,20.8,186.3,271.5,166.4,250.6,60.5,64.4,19.2,34,17.5,32,16.5,32.2,16.2,31.9,7,7,8,8,ENE,WNW,SE,SSE,75.8,89,84,84,335,24631
5,Chinnasalem,delux ponni,clay,125,63.3,dry,103,5,202,10,139.11,54.0,77,2991,18.4,21.6,185.7,272.3,166.0,251.0,60.3,64.7,18.6,32,16.3,32,15.6,32.8,15.9,32.4,6,8,6,10,E,NE,NE,NNW,77.0,85,90,85,450,31183
5,Kallakurichi,delux ponni,clay,109,53.9,dry,91,4,185,9,123.66,48.21,67,2700,18.3,21.7,185.4,272.6,165.6,251.5,60.1,64.9,19.1,32,16.6,31,16.5,32.7,15.7,33.1,8,8,8,8,W,ENE,SE,S,83.7,91,84,84,368,27679
3,Kurinjipadi,ponmani,clay,90,45.6,dry,68,4,150,7,100.37,35.36,55,2156,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.6,34,18.4,35,16.8,32.4,16.5,30.7,9,6,9,7,NW,S,SE,SSE,65.2,87,86,85,367,19635
5,Sankarapuram,delux ponni,clay,122,61.2,dry,97,5,187,10,126.28,48.27,74,2936,18.3,21.7,185.4,272.6,165.6,251.4,60.1,64.9,20.0,33,17.3,29,17.6,33.3,16.6,34.2,9,11,9,11,SSE,W,SW,NW,80.2,94,83,82,395,28708
4,Cuddalore,ponmani,alluvial,102,50.2,dry,81,4,164,8,110.51,44.91,58,2508,19.0,20.7,186.9,271.1,166.8,250.2,60.8,64.1,19.4,33,17.5,33,16.7,33.0,16.0,31.9,9,7,9,8,NW,S,SE,SSE,69.0,85,87,86,436,24988
5,Cuddalore,CO_43,clay,119,59.4,dry,96,5,191,10,128.78,50.78,75,2684,19.3,20.9,186.6,271.7,166.5,250.5,60.6,64.4,19.1,34,16.8,31,16.3,31.8,16.4,32.5,5,9,7,9,SW,W,SE,WSW,75.3,85,85,83,438,27719
4,Cuddalore,ponmani,alluvial,84,42.8,dry,68,4,148,7,102.01,38.75,54,2054,18.7,21.1,186.5,271.4,166.5,250.5,60.7,64.3,19.6,33,16.5,30,16.7,32.9,16.1,33.8,6,11,9,11,SW,W,SW,WSW,73.9,83,86,84,327,21425
3,Panruti,ponmani,clay,60,35.8,wet,56,3,128,6,80.26,29.23,43,1768,18.2,21.8,185.3,272.7,165.5,251.5,60.1,64.9,19.2,33,16.8,31,16.6,33.5,16.8,32.4,5,10,6,11,ENE,NE,NNE,NNW,80.3,92,87,82,297,16571
4,Chinnasalem,CO_43,alluvial,99,47.6,dry,83,4,171,9,116.46,44.86,67,2479,18.2,21.8,185.9,272.1,166.3,250.7,60.5,64.5,18.1,31,15.6,33,15.1,32.1,15.1,31.8,5,7,8,10,E,ENE,NE,NNW,78.3,79,92,88,353,25348
4,Kallakurichi,delux ponni,alluvial,111,55.9,dry,88,4,181,9,112.77,45.23,63,2558,19.0,21.0,186.3,271.7,166.5,250.4,60.6,64.4,19.4,33,17.0,31,16.7,32.4,16.2,33.0,7,8,8,9,NW,W,SE,WSW,75.8,86,85,84,361,27709
4,Chinnasalem,ponmani,clay,107,56.3,dry,90,4,186,9,120.67,47.26,64,2783,18.4,21.6,186.2,271.8,166.3,250.6,60.5,64.5,18.2,32,15.7,32,15.3,32.4,15.3,32.2,5,7,7,10,SW,ENE,NE,NNW,76.4,81,91,87,426,27503
3,Panruti,CO_43,clay,87,46.7,wet,73,4,144,7,117.66,35.79,55,2426,18.7,21.1,185.4,272.6,165.5,251.4,60.1,64.8,20.1,34,18.2,32,17.5,33.5,17.3,32.2,8,9,8,10,ENE,NE,NNE,W,75.5,95,83,81,331,24084
4,Kallakurichi,CO_43,clay,87,42.4,wet,71,4,137,7,89.29,37.19,50,2036,18.7,21.2,186.0,271.9,166.1,250.9,60.4,64.6,19.6,33,17.8,33,17.1,33.0,15.9,32.0,9,6,9,7,SSE,S,SE,S,74.5,90,84,85,328,21982
2,Kallakurichi,CO_43,alluvial,42,21.0,wet,37,2,83,4,47.25,20.92,29,1042,18.6,21.3,185.7,272.3,166.0,251.0,60.2,64.7,18.9,33,16.5,32,16.0,31.6,15.4,32.5,6,8,8,7,W,WNW,SE,S,83.3,87,84,85,181,11282
4,Chinnasalem,CO_43,clay,89,47.5,wet,75,4,155,8,95.51,37.73,52,2163,18.6,21.6,186.6,271.6,166.6,250.4,60.6,64.4,18.3,32,15.8,31,15.3,32.2,15.5,32.5,5,9,8,11,E,W,NE,NNW,74.4,79,91,87,225,21514
4,Kurinjipadi,delux ponni,clay,103,50.6,wet,86,4,167,8,117.29,41.04,66,2481,19.4,20.6,186.8,271.2,166.7,250.3,60.8,64.2,19.8,34,18.3,34,17.1,33.0,17.1,31.0,9,8,8,9,NW,S,SE,W,67.6,92,86,82,389,25048
4,Sankarapuram,CO_43,alluvial,103,49.3,wet,80,4,174,8,113.05,43.51,62,2362,18.3,21.8,186.0,272.0,166.3,250.7,60.4,64.6,20.3,32,17.3,29,17.6,33.8,16.4,34.1,10,11,10,12,SSE,W,NE,NW,71.2,89,86,82,354,25667
2,Cuddalore,ponmani,clay,57,27.9,dry,45,2,105,4,63.83,26.25,36,1442,19.3,20.8,186.6,271.5,166.5,250.4,60.7,64.3,18.8,33,16.4,31,15.9,31.6,16.0,32.6,5,8,8,9,SW,WNW,NNW,WSW,76.6,82,86,85,235,13657
5,Cuddalore,delux ponni,clay,129,64.3,dry,103,5,210,10,144.09,55.38,79,3173,19.4,20.6,187.0,271.1,166.8,250.2,60.9,64.2,18.6,34,16.2,31,15.7,31.3,15.9,32.6,5,9,8,9,SW,W,NNW,WSW,73.9,80,87,85,476,32713
2,Panruti,ponmani,clay,55,27.1,dry,43,2,86,4,58.11,24.01,34,1280,18.6,21.5,185.6,272.3,165.8,251.3,60.3,64.8,19.8,34,17.5,30,17.1,33.2,17.2,33.2,7,11,7,11,ENE,NE,NNE,NW,78.0,91,86,81,193,12967
4,Cuddalore,CO_43,clay,116,56.6,dry,93,4,168,9,115.57,45.53,65,2749,18.9,21.1,186.0,272.1,166.1,250.8,60.4,64.6,19.3,34,17.4,32,16.7,32.7,17.0,32.6,5,9,6,10,ENE,NE,NNE,W,77.5,89,87,83,394,28631
4,Chinnasalem,CO_43,clay,105,53.1,dry,86,4,165,8,119.56,41.95,63,2541,18.2,21.8,185.6,272.5,165.8,251.1,60.2,64.8,18.3,31,16.1,33,15.4,32.8,15.1,32.1,8,6,9,8,E,WNW,NE,NNW,79.6,86,87,87,384,26064
3,Kurinjipadi,CO_43,clay,72,35.4,wet,61,3,122,6,75.7,30.27,45,1772,19.3,20.7,187.0,271.0,166.9,250.2,60.9,64.1,19.6,33,17.7,32,16.8,32.6,16.4,32.3,9,8,9,9,NW,W,SE,SSE,68.6,84,86,84,256,17197
4,Kurinjipadi,ponmani,clay,96,51.9,wet,81,4,153,8,115.09,39.24,61,2266,19.5,20.5,187.1,270.9,166.9,250.1,60.9,64.0,19.3,33,18.3,35,16.7,32.3,16.1,30.7,10,4,10,6,NW,S,SE,SSE,66.6,87,84,86,388,25475
3,Sankarapuram,delux ponni,clay,62,33.7,wet,53,3,114,6,73.1,28.09,41,1565,18.8,21.3,186.3,271.7,166.5,250.6,60.6,64.5,19.7,33,17.0,30,17.0,32.9,16.3,33.4,8,10,9,10,SSE,W,SW,NW,74.0,85,86,83,196,16033
1,Kurinjipadi,delux ponni,clay,39,17.6,dry,30,1,60,3,38.62,15.16,23,899,19.6,20.4,187.2,270.8,167.0,250.0,61.0,64.0,19.4,34,18.4,35,16.6,32.0,16.1,30.6,10,5,10,7,NW,S,SE,SSE,64.9,82,86,87,141,7533
5,Cuddalore,ponmani,clay,120,61.1,wet,96,5,190,10,129.0,48.51,72,2828,19.5,20.5,187.1,270.9,166.9,250.1,60.9,64.1,19.0,34,17.4,33,16.2,31.7,16.1,31.7,7,7,9,7,SW,S,NNW,WSW,69.7,83,86,85,457,29149
2,Sankarapuram,CO_43,clay,57,29.0,dry,45,2,85,5,62.31,22.76,37,1371,19.5,20.6,187.1,270.9,167.0,250.0,61.0,64.1,19.4,33,17.4,32,16.6,32.0,16.2,32.4,7,8,9,9,SW,W,NNW,WSW,67.7,82,86,85,211,13050
4,Cuddalore,CO_43,clay,109,53.7,dry,84,4,164,9,120.06,45.55,66,2502,19.5,20.6,187.1,271.0,166.9,250.1,60.9,64.1,19.1,34,16.4,30,16.1,31.4,16.2,33.3,5,10,8,10,SW,W,NNW,WSW,72.7,80,87,84,390,27175
4,Panruti,ponmani,clay,94,51.6,wet,74,4,157,7,95.88,37.79,57,2247,18.6,21.4,185.2,272.8,165.3,251.7,60.0,65.0,20.0,35,18.0,30,17.5,33.5,17.9,32.6,4,12,4,12,ENE,NE,NNE,W,85.0,96,84,79,361,22911
2,Panruti,CO_43,clay,54,29.3,wet,52,2,105,5,65.26,26.51,32,1460,18.3,21.7,185.5,272.4,165.8,251.1,60.2,64.8,18.7,33,16.3,32,15.7,32.9,16.1,32.4,5,9,7,11,E,ENE,NNE,W,77.6,86,90,84,223,15123
3,Kallakurichi,CO_43,alluvial,68,34.3,wet,59,3,120,6,80.6,32.53,45,1745,18.5,21.5,185.6,272.3,165.9,251.1,60.2,64.7,19.4,33,17.1,31,16.6,32.5,15.9,32.8,8,8,8,9,W,WNW,SE,NW,79.5,88,84,84,281,17544
4,Panruti,CO_43,clay,92,48.2,dry,71,4,156,8,106.09,40.35,54,2144,18.2,21.8,185.5,272.5,165.7,251.3,60.2,64.8,20.1,33,17.4,29,17.5,33.8,17.2,34.2,6,12,8,12,SSE,W,SW,NW,75.1,92,86,80,314,23819
3,Chinnasalem,ponmani,alluvial,72,39.8,dry,63,3,126,6,84.75,32.59,44,1982,18.6,21.4,186.1,271.9,166.2,250.6,60.4,64.5,18.6,32,16.8,34,15.7,32.6,15.4,31.3,8,5,8,8,E,ENE,SE,SSE,73.3,85,88,87,301,19532
3,Chinnasalem,ponmani,clay,82,44.3,wet,69,3,142,7,98.84,36.9,47,2129,18.4,21.7,186.3,271.6,166.5,250.4,60.6,64.4,18.1,31,15.6,33,15.1,32.2,15.2,31.7,4,7,7,10,E,ENE,NE,NNW,75.9,79,92,88,290,20849
3,Sankarapuram,delux ponni,clay,70,33.6,wet,53,3,110,5,83.82,30.5,42,1612,18.1,21.9,185.7,272.4,166.2,250.9,60.3,64.7,20.3,32,17.1,29,17.8,33.9,16.2,34.6,10,11,10,12,SSE,W,SW,NW,73.5,90,84,82,235,18175
3,Chinnasalem,ponmani,clay,75,45.5,wet,62,3,118,7,92.14,26.11,44,1908,18.2,21.8,185.6,272.5,165.8,251.3,60.2,64.8,18.2,32,16.2,34,15.3,33.4,15.8,31.3,6,6,6,10,E,ENE,NE,NNW,74.7,89,91,86,307,20062
4,Kurinjipadi,ponmani,clay,100,50.8,wet,83,4,158,8,114.37,41.4,62,2442,19.5,20.5,187.1,270.9,166.9,250.1,61.0,64.0,19.4,33,18.3,35,16.8,32.5,16.1,30.8,10,4,10,6,NW,S,SE,SSE,66.0,86,84,86,350,25051
